id,capitulo,seccion,afirmacion,tipo,tier_seccion,valor_ciep,fuente_oficial,valor_oficial,coincide,discrepancia,tipo_error,contrafactual_explicito,nota
V118,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Primera fila «Ramos autónomos 153,334.0; 9.6 %; 18.7 % PIB»",a,restitucion,"153,334.0; 9.6 %; 18.7 %","CGPE 2022 p. 118 y 120 (gasto programable 5,247,296.4 mdp, +9.6 %, 18.7 % PIB)","9.6 % y 18.7 % corresponden al gasto programable total (5,247.3 mmp), no a los ramos autónomos (153.3 mmp = 0.5 % PIB, +1.6 %)",no,etiqueta y monto,transcripcion,si,Fila de encabezado mal etiquetada: los porcentajes son los del total programable y el monto es el de los ramos autónomos; la segunda fila repite el rubro con los valores correctos.
V119,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Ramos autónomos (incl. INEGI y TFJA) 153,333.98 mdp; +1.6 % real; 0.5 % PIB",a/b,restitucion,"153,333.98; 1.6 %; 0.5 %","DEC 2022 Anexo 1 p. 53 (139,232.6 + 11,115.3 + 2,986.1); CGPE p. 51 (153.3 mmp, +1.6 % real)","153,334.0 mdp; +1.6 %; 153,334.0/28,129,300 = 0.55 %",si,,,si,El CGPE p. 118 reporta −0.5 % para «Ramos Autónomos» sin INEGI/TFJA; con ellos (p. 51) +1.6 %.
V120,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Poder Legislativo 15,012.58; −2.3 %; 0.1 % — Poder Judicial 76,723.02; 3.8 %; 0.3 % — INE 24,649.59; −11.4 %; 0.1 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 53; CGPE p. 118 (PEF),"15,012.6 (−2.3 %; 0.05 %); 76,723.0 (+3.8 %; 0.27 %); 24,649.6 (−11.4 %; 0.09 %)",si,,,si,"% PIB calculados con 28,129.3 mmp."
V121,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"CNDH 1,722.32; −1.1 % — COFECE 616.13; −0.8 % — IFT 1,560.00; −0.4 % — INAI 982.91; +4.7 % — FGR 17,966.05; +0.3 %; 0.1 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 53; CGPE p. 118 (PEF),"1,722.3 (−1.1); 616.1 (−0.8); 1,560.0 (−0.4); 982.9 (+4.7); 17,966.1 (+0.3; 0.06 % PIB)",si,,,si,
V122,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"INEGI 11,115.30; +38.4 %; 0.0 % — TFJA 2,986.08; +0.5 %; 0.0 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 53; CGPE p. 118,"11,115.3 (+38.4 %; 0.04 %); 2,986.1 (+0.5 %; 0.01 %)",si,,,si,
V123,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Ramos generales 1,216,729.7 mdp; +5.9 %; 4.3 % PIB",b,restitucion,"1,216,729.7; 5.9 %; 4.3 %","DEC 2022 Anexo 1 p. 54 (R19 1,092,011.8; R23 134,623.0; R25 60,244.8; R33 830,299.6 = programable 2,117,179.2); CGPE p. 52 y 118 (ramos generales 2,117.2 mmp, +6.1 %)","CIEP neta el Ramo 19 a 191,562.3 (resta 900,449.5 de transferencias a IMSS/ISSSTE): 191,562.3 + 134,623.0 + 60,244.8 + 830,299.6 = 1,216,729.7 ✓ aritmética; 1,216,729.7/28,129,300 = 4.33 % ✓. La variación +5.9 % con R19 neto no es verificable (CGPE: +6.1 % bruto)",no_verificable,,,si,"El neteo del Ramo 19 exige el analítico por UR/partida 2021 y 2022 (no en carpeta). El DEC sólo da el neteo total (1,023,474.8 mdp) que incluye aportaciones ISSSTE de todos los ramos."
V124,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Aportaciones a Seguridad Social (Ramo 19) 191,562.3 mdp; +28.0 %; 0.7 % PIB",b,restitucion,"191,562.3; 28.0 %; 0.7 %","DEC 2022 Anexo 1 p. 54 (Ramo 19 bruto 1,092,011.8); DEC art. 5 (aportaciones GF al IMSS: 115,222.1 + 474,317.2 + 6,406.6 + 16.7 = 595,962.6)","Monto neto no reproducible con la carpeta; 191,562.3/28,129,300 = 0.68 % ✓",no_verificable,,,si,"Analíticos por UR (no en carpeta). El CGPE p. 52 dice que el Ramo 19 bruto es 51.6 % de los ramos generales (2,117.2 mmp)."
V125,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Provisiones Salariales y Económicas (Ramo 23) 134,623.0 mdp; +1.8 %; 0.5 % PIB",a/b,restitucion,"134,623.0; 1.8 %; 0.5 %","DEC 2022 Anexo 1 p. 54; DEC 2021 Anexo 1 p. 53 (127,486.7 PPEF); CGPE p. 118 (ramos generales PPEF 1,996.0 ≈ PEF 1,996.2)","134,623.0 ✓; 134,623.0/(127,486.7×1.037) = +1.8 % (base PPEF 2021); 0.48 % PIB ✓",si,,,si,"Base 2021 usada: PPEF 2021 (DEC 2021); el PEF 2021 aprobado por ramo general no está en carpeta, pero el CGPE p. 118 muestra que el agregado de ramos generales PPEF y PEF difiere en 0.2 mmp."
V126,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Ramo 25 Previsiones y Aportaciones para Educación 60,244.8 mdp; −0.6 %; 0.2 % PIB",a/b,restitucion,"60,244.8; −0.6 %; 0.2 %","DEC 2022 Anexo 1 p. 54; DEC 2021 Anexo 1 p. 53 (58,254.3 PPEF)","60,244.8 ✓; 60,244.8/(58,254.3×1.037) = −0.3 % (base PPEF 2021); 0.21 % PIB ✓",no_verificable,,,si,"Con base PPEF 2021 la variación es −0.3 %, no −0.6 %; el PEF 2021 aprobado del Ramo 25 no está en carpeta (CGPE p. 118 no desagrega ramos generales), por lo que no se puede fallar."
V127,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Aportaciones Federales (Ramo 33) 830,299.6 mdp; +2.9 %; 3.0 % PIB",a/b,restitucion,"830,299.6; 2.9 %; 3.0 %","DEC 2022 Anexo 1 p. 54 y Anexo 22 p. 87; DEC 2021 Anexo 1 p. 53 (777,842.9); CGPE p. 50 (aportaciones incl. R25 e ISSSTE +2.7 %)","830,299.6 ✓; 830,299.6/(777,842.9×1.037) = +2.9 % (base PPEF 2021); 2.95 % PIB ✓",si,,,si,Base PPEF 2021; el CGPE da +2.7 % para el agregado con Ramo 25 (−0.3 %) y aportaciones ISSSTE.
V128,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Entidades de control directo 1,407,789.4 mdp; +6.4 %; 5.0 % PIB — IMSS 1,010,840.8; +8.1 %; 3.6 % — ISSSTE 396,948.6; +2.5 %; 1.4 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 54; CGPE p. 52 y 118,"1,407,789.4 (+6.4 %; 5.00 %); 1,010,840.8 (+8.1 %; 3.59 %); 396,948.6 (+2.5 %; 1.41 %)",si,,,si,
V129,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Empresas productivas del Estado 1,086,278.3 mdp; +8.9 %; 3.9 % PIB",a/b,restitucion,"1,086,278.3; 8.9 %; 3.9 %","DEC 2022 Anexo 1 p. 54 (636,281.1 + 449,997.2); CGPE p. 52 y 118","1,086,278.3 (+8.9 %); 1,086,278.3/28,129,300 = 3.86 %",si,,,si,
V130,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"Pemex 636,281.1 mdp; +12.7 %; 2.1 % PIB",a/b,restitucion,"636,281.1; 12.7 %; 2.1 %",DEC 2022 Anexo 1 p. 54; CGPE p. 41 y 118; p. 119,"636,281.1 ✓; +12.7 % ✓; 636,281.1/28,129,300 = 2.26 % → 2.3 %",no,2.1 vs 2.3,transcripcion,si,Monto y variación coinciden; el % del PIB está mal (2.26 redondea a 2.3). El CGPE p. 88 da 2.2 % para 2021 aprobado con PIB de aprobación.
V131,3 Gasto público presupuestario,cap 3 cuadro 3.1 (p.19 impresa),"CFE 449,997.2 mdp; +4.0 %; 3.6 % PIB",a/b,restitucion,"449,997.2; 4.0 %; 3.6 %",DEC 2022 Anexo 1 p. 54; CGPE p. 42 y 118; p. 119,"449,997.2 ✓; +4.0 % ✓; 449,997.2/28,129,300 = 1.60 %",no,3.6 vs 1.6,transcripcion,si,El 3.6 % es el % PIB del IMSS repetido; la CFE es 1.6 % (el resumen sí dice 1.6 %).
V132,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Ramos administrativos 1,506,190.4 mdp; +16.5 %; 5.4 % PIB",a/b,restitucion,"1,506,190.4; 16.5 %; 5.4 %",DEC 2022 Anexo 1 p. 53; CGPE p. 51 y 118,"1,506,190.4 (+16.5 % vs PEF); 5.35 % PIB",si,,,si,
V133,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Presidencia 833.9; −0.1 % — Gobernación 6,218.7; +2.4 % — SRE 8,508.9; +1.0 % — SHCP 21,370.9; +1.9 %; 0.1 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 53; CGPE p. 118 (PEF),"833.9 (−0.1); 6,218.7 (+2.4); 8,508.9 (+1.0); 21,370.9 (+1.9; 0.08 % PIB)",si,,,si,
V134,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Defensa Nacional 104,107.9; −10.8 %; 0.4 % — Agricultura 53,089.0; +3.9 %; 0.2 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 53; CGPE p. 118,"104,107.9 (−10.8 %; 0.37 %); 53,089.0 (+3.9 %; 0.19 %)",si,,,si,
V135,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Comunicaciones y Transportes 65,553.6 mdp; +13.0 %; 0.2 % PIB",a/b,restitucion,"65,553.6; 13.0 %; 0.2 %","DEC 2022 Anexo 1 p. 53; CGPE p. 118 (SCT PEF 57.7 → 65.6 mmp de 2022, +13.6 %); DEC 2021 Anexo 1 (55,919.6)","Monto ✓; CGPE +13.6 % vs PEF y vs PPEF; 65,553.6/(55,919.6×1.037) = +13.0 % con el nominal del DEC 2021",no,13.0 vs 13.6,contrafactual,si,El 13.0 % reproduce con el Anexo 1 del PPEF 2021 en pesos corrientes ×1.037; el CGPE p. 118 (base declarada PEF 2021) da 13.6 % porque su columna 2021 (57.7 mmp de 2022) no coincide con el Anexo 1 de 2021 (55.9×1.037 = 58.0).
V136,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Economía 3,586.7 mdp; −47.1 %; 0.0 % PIB",a/b,restitucion,"3,586.7; −47.1 %","DEC 2022 Anexo 1 p. 53; CGPE p. 118 (Economía PEF 5.2 → 3.6 mmp de 2022, −31.4 %); DEC 2021 Anexo 1 (6,538.5)","Monto ✓; CGPE −31.4 % vs PEF; 3,586.7/(6,538.5×1.037) = −47.1 % con el nominal del PPEF 2021",no,−47.1 vs −31.4,contrafactual,si,"El −47.1 % usa como base el Anexo 1 del PPEF 2021 (6,538.5 mdp); el CGPE p. 118 registra PPEF y PEF 2021 en 5.2 mmp de 2022 (≈5,014 de 2021). El texto de §3.1 sólo dice «mayor a 10 %», que sigue siendo cierto."
V137,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Educación Pública 364,484.0 mdp; +4.0 %; 1.3 % PIB",a/b,restitucion,"364,484.0; 4.0 %; 1.3 %",DEC 2022 Anexo 1 p. 53; CGPE p. 51 y 118 (+4.1 % vs PEF; +4.0 % vs PPEF),"364,484.0 ✓; +4.1 % vs PEF (4.0 vs PPEF); 1.30 % PIB ✓",aprox,4.0 vs 4.1,,si,Diferencia de 0.1 pp dentro de tolerancia; el 4.0 corresponde a la columna PPEF 2021 del CGPE.
V138,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Salud 192,368.3 mdp; +27.6 %; 0.7 % PIB",a/b,restitucion,"192,368.3; 27.6 %; 0.7 %","DEC 2022 Anexo 1 p. 53; CGPE p. 14, 51 y 118","192,368.3 ✓; +27.6 % ✓; 0.68 % PIB ✓",si,,,si,
V139,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Marina 37,750.2 mdp; +2.6 %; 0.1 % PIB",a/b,restitucion,"37,750.2; 2.6 %; 0.1 %","DEC 2022 Anexo 1 p. 53; CGPE p. 118 (Marina PEF 37.1 → 37.8, +1.8 %); DEC 2021 Anexo 1 (35,476.7)","Monto ✓; CGPE +1.8 %; 37,750.2/(35,476.7×1.037) = +2.6 % con el nominal del PPEF 2021",no,2.6 vs 1.8,contrafactual,si,Mismo patrón que SCT: base Anexo 1 PPEF 2021 ×1.037 en lugar del PEF 2021 del CGPE p. 118. El cap. 9 repite el +2.6 % para SEMAR.
V140,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Trabajo 24,884.4; +0.8 %; 0.1 % — SEDATU 12,868.5; −25.3 %; 0.0 % — Semarnat 40,795.9; +25.5 %; 0.1 % — Energía 47,057.7; −3.6 %; 0.2 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 53–54; CGPE p. 118 (PEF),"24,884.4 (+0.8; 0.09 %); 12,868.5 (−25.3; 0.05 %); 40,795.9 (+25.5 vs PEF; 0.15 %); 47,057.7 (−3.6; 0.17 %)",si,,,si,Semarnat: +25.5 % es la columna PEF (PPEF daría 27.1 %); aquí CIEP sí usa la base PEF.
V141,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Bienestar 296,858.5 mdp; +49.3 %; 1.1 % PIB",a/b,restitucion,"296,858.5; 49.3 %; 1.1 %","DEC 2022 Anexo 1 p. 54; CGPE p. 51 y 118 (Bienestar PEF 200.4 → 296.9 mmp de 2022, +48.1 %; vs PPEF +49.5 %); DEC 2021 Anexo 1 (189,970.6)","Monto ✓; CGPE +48.1 % vs PEF; con Anexo 1 PPEF 2021: 296,858.5/(189,970.6×1.037) = +50.7 %; 1.06 % PIB ✓",no,49.3 vs 48.1,contrafactual,si,"El 49.3 % no reproduce ni con el PEF (48.1) ni con el PPEF del CGPE (49.5) ni con el Anexo 1 nominal (50.7); implica una base 2021 de ~191,732 mdp no identificada."
V142,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Turismo 65,671.0; +64.0 %; 0.2 % — Función Pública 1,446.3; +0.4 % — Tribunales Agrarios 841.8; +1.4 % — Consejería Jurídica 147.3; +0.4 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 54; CGPE p. 118,"65,671.0 (+64.0; 0.23 %); 1,446.3 (+0.4); 841.8 (+1.4); 147.3 (+0.4)",si,,,si,
V143,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"SSPC 93,379.5; +41.9 %; 0.3 % — Conacyt 29,564.2; +7.3 %; 0.1 % — CRE 256.5; −2.4 % — CNH 222.9; −2.2 % — Cultura 15,028.5; +3.6 %; 0.1 %",a/b,restitucion,ver afirmación,DEC 2022 Anexo 1 p. 54; CGPE p. 118,"93,379.5 (+41.9; 0.33 %); 29,564.2 (+7.3; 0.11 %); 256.5 (−2.4); 222.9 (−2.2); 15,028.5 (+3.6; 0.05 %)",si,,,si,
V144,3 Gasto público presupuestario,cap 3 cuadro 3.2 (p.20 impresa),"Entidades no Sectorizadas 19,295.5 mdp; +52.3 %; 0.1 % PIB",a/b,restitucion,"19,295.5; 52.3 %; 0.1 %","DEC 2022 Anexo 1 p. 54; CGPE p. 118 (PEF 12.8 → 19.3 mmp de 2022, +50.3 %); DEC 2021 Anexo 1 (12,213.9)","Monto ✓; CGPE +50.3 %; 19,295.5/(12,213.9×1.037) = +52.3 % con el nominal del PPEF 2021",no,52.3 vs 50.3,contrafactual,si,Base Anexo 1 PPEF 2021 ×1.037 en lugar del PEF 2021 del CGPE.
V145,3 Gasto público presupuestario,cap 3 cuadro 3.3 (p.21 impresa),"Gasto no programable 1,840,953.9 mdp; +5.8 %; 6.5 % PIB",a,restitucion,"1,840,953.9; 5.8 %; 6.5 %",CGPE 2022 p. 120,"1,840,953.9; +5.8 % real; 6.5 % PIB",si,,,si,
V146,3 Gasto público presupuestario,cap 3 cuadro 3.3 (p.21 impresa),"Deuda Pública (Ramo 24) 580,638.2 mdp; +3.5 %; 2.1 % PIB",a/b,restitucion,"580,638.2; 3.5 %; 2.1 %","DEC 2022 Anexo 1 p. 54; DEC 2021 Anexo 1 p. 53 (541,094.6)","580,638.2 ✓; 580,638.2/(541,094.6×1.037) = +3.5 %; 2.06 % PIB ✓",si,,,si,"Base PPEF 2021 (Anexo 1); el CGPE sólo da el costo financiero total (+5.4 %, incluye EPE y Ramo 34)."
V147,3 Gasto público presupuestario,cap 3 cuadro 3.3 (p.21 impresa),"Participaciones 1,019,490.0 mdp; +6.7 %; 3.6 % — Adefas 30,000.0; −9.9 %; 0.1 %",a,restitucion,ver afirmación,CGPE 2022 p. 120; DEC 2022 Anexo 1 p. 54,"1,019,490.0 (+6.7 %; 3.6 %); 30,000.0 (−9.9 %; 0.1 %)",si,,,si,
V148,3 Gasto público presupuestario,cap 3 cuadro 3.3 (p.21 impresa),"Ramo 34 Apoyo a Ahorradores y Deudores 38,683.9 mdp; +231.7 %; 0.1 % PIB",a/b,restitucion,"38,683.9; 231.7 %; 0.1 %","DEC 2022 Anexo 1 p. 54; DEC 2021 Anexo 1 p. 53 (11,245.9)","38,683.9 ✓; 38,683.9/(11,245.9×1.037) = +231.7 % ✓; 0.14 % PIB ✓",si,,,si,Base PPEF 2021.
V149,3 Gasto público presupuestario,cap 3 cuadro 3.3 (p.21 impresa),"Costo financiero Pemex 142,556.1 mdp; −3.0 %; 0.5 % — CFE 29,585.6; −4.3 %; 0.1 %",a/b,restitucion,ver afirmación,"DEC 2022 Anexo 1 p. 54; CGPE p. 41 (Pemex costo financiero −3.0 %); DEC 2021 Anexo 1 (141,758.3; 29,799.7)","142,556.1 (−3.0 % ✓ CGPE; 0.51 % PIB); 29,585.6/(29,799.7×1.037) = −4.3 % ✓; 0.11 % PIB",si,,,si,
V150,3 Gasto público presupuestario,cap 3 cuadro 3.3 (p.21 impresa),"Gasto bruto total 7,088,250.3 mdp; +8.6 %; 25.2 % — menos transferencias y cuotas al IMSS e ISSSTE 123,025.3 (0.1 %; 0.4 % PIB) — gasto neto total 7,088,250.3; +8.6 %; 25.2 %",a/b,restitucion,"bruto 7,088,250.3; neteo 123,025.3; neto 7,088,250.3","DEC 2022 Anexo 1 p. 55 (neteo 1,023,474.8 mdp; gasto neto 7,088,250.3); CGPE p. 120 (+8.6 %)","Gasto neto 7,088,250.3 ✓ (+8.6 % con base 6,295,736.2 ✓; 25.2 % ✓). El «bruto» oficial es 7,088,250.3 + 1,023,474.8 = 8,111,725.1; el neteo del DEC es 1,023,474.8 (3.6 % PIB), no 123,025.3",no,"bruto = neto; neteo 123,025.3 vs 1,023,474.8",perimetro,si,"La fila «gasto bruto» repite el neto y el neteo reportado (123,025.3 = 0.44 % PIB) no corresponde al del Anexo 1; su concepto («transferencias y cuotas al IMSS e ISSSTE») no es identificable con la carpeta."
V151,4 Salud,cap 4 párrafo inicial (p.23 impresa),"El presupuesto del sector salud suma 824,181 mdp, +14.6 % vs aprobado 2021",a/b,restitucion,"824,181 mdp; +14.6 %","CGPE 2022 p. 48 (función salud 794.0 mmp de 2022, +15.2 % real); analíticos función salud 2021–2022 (no en carpeta)","Perímetro CIEP (nota 4: Ramo 12 + resto de función salud + AI de Pemex + programa de investigación IMSS/ISSSTE) no está en el paquete. 824,181/719,044 = +14.6 % nominal; real = 824,181/(719,044×1.037) = +10.5 %",no_verificable,,,no,"EM PPEF 2022 / analíticos no en carpeta. El 14.6 % es nominal (no se declara); en términos reales sería +10.5 %, frente al +15.2 % real de la función salud del CGPE: los dos perímetros no son comparables."
V152,4 Salud,cap 4 párrafo inicial (p.23 impresa),Como % del PIB es el más alto de la última década y alcanza 2.9 %,b/c,restitucion,2.9 % PIB; máximo decenal,"CGPE 2022 p. 89 (función salud % PIB 2015–2021: 2.7, 2.6, 2.5, 2.4, 2.4, 2.8, 2.6 a / 2.7 est.); Cuenta Pública 2012–2014 (no en carpeta)","824,181/28,129,300 = 2.93 % ✓. Con el perímetro CGPE, 2022 = 794.0/28,129.3 = 2.82 % ≈ 2020 (2.8)",no_verificable,,,na,El cociente reproduce; el máximo decenal depende del perímetro CIEP y de series ex post. En el perímetro del CGPE 2022 empata con 2020.
V153,4 Salud,cap 4 párrafo inicial (p.23 impresa),"El presupuesto vinculado al ODS 3 pasa de 64.3 % del gasto total en 2021 a 60.1 % en 2022; 6 de 21 programas con recortes por 1,662 mdp; 1,425 mdp menos en Atención a la salud del IMSS",a/b,restitucion,"64.3 → 60.1 %; 6 de 21; 1,662; 1,425","EM PPEF 2022 sección 5 (vinculación ODS, citada en CGPE p. 49 n. 2; no en carpeta)",,no_verificable,,,no,EM PPEF 2022 / analíticos no en carpeta. No se declara si «gasto total» es el del sector salud o el nacional.
V154,4 Salud,cap 4 §4.1 Evolución (p.23 impresa),"El aumento de 105,137 mdp equivale a 0.37 % del PIB",b,restitucion,"105,137 mdp; 0.37 %",CGPE p. 119 (PIB); CGPE p. 48,"824,181 − 719,044 = 105,137 ✓; 105,137/28,129,300 = 0.374 % ✓ (la función salud del CGPE da 104.8 mmp de 2022 = 0.37 %)",si,,,no,La resta es nominal (2021 aprobado en pesos de 2021 vs 2022 en pesos de 2022) sin declararlo; el CGPE llega al mismo 0.37 % en términos reales.
V155,4 Salud,cap 4 §4.1 Evolución (p.23 impresa),"Con excepción de Pemex todos los subsistemas aumentan; IMSS, SSa, FASSA y Ramo 19 alcanzan máximos históricos",a/c,restitucion,,"Analíticos por subsistema (no en carpeta); DEC 2022 Anexo 22 (FASSA 117,537.2 mdp); EM 2021 p. 201 (FASSA 2021 109,501.3)","FASSA 117,537.2/(109,501.3×1.037) = +3.5 % real ✓ aumenta; Ramo 12 +27.6 % ✓; IMSS +8.1 % ✓ (CGPE p. 118); Pemex y máximos históricos no verificables",no_verificable,,,si,Sólo verificables los agregados por ramo; la función salud por subsistema y la serie histórica exigen analíticos y Cuenta Pública.
V156,4 Salud,cap 4 §4.1 ¿En qué se gastará? (p.23 impresa),"Siete partidas concentran 92.9 % del aumento; inversión financiera +33,337 mdp; medicamentos +23,596; nómina transitoria +12,102",b,restitucion,"92.9 %; 33,337; 23,596; 12,102",Cuadro 4.1 CIEP; analíticos por objeto 2021 aprobado y 2022 (no en carpeta),"97,710/105,137 = 92.9 % ✓ aritmética; 118,561 − 94,966 = 23,595; 15,488 − 3,387 = 12,101",no_verificable,,,no,Aritmética interna consistente (diferencias de 1 mdp por redondeo). Partidas y conceptos no en carpeta. Las diferencias son nominales.
V157,4 Salud,cap 4 §4.1 Inversión financiera / Vacunación / Nómina (p.23 impresa),"26,501 mdp más para vacunas Covid-19; sin ellas medicamentos −3.1 %; 96.1 % del aumento de nómina es para personal de la pandemia",b,restitucion,"26,501; −3.1 %; 96.1 %",CGPE 2022 p. 14 (28.6 mmp para vacunas e insumos en el Ramo 12; 50.6 mmp fuerza laboral); analíticos (no en carpeta),"(118,561 − 26,501)/94,966 = −3.1 % nominal ✓; 11,633/12,102 = 96.1 % ✓. El CGPE p. 14 cifra 28.6 mmp para vacunas e insumos (perímetro distinto: incluye insumos)",no_verificable,,,no,"Aritmética interna reproduce. El −3.1 % es nominal (real ≈ −6.6 %). CGPE p. 14 da 28.6 mmp en el Ramo 12 para vacunas e insumos, cifra próxima pero no idéntica a los 26,501 de CIEP."
V158,4 Salud,cap 4 cuadro 4.1 (p.25 impresa),"Cuadro 4.1: PEF 2021 341,288 y PPEF 2022 438,998 en siete conceptos; diferencia 97,710; Covid 65,421; gasto total en salud 719,044 → 824,181 (+105,137)",a/b,restitucion,ver afirmación,Analíticos por objeto y programa 2021 aprobado y 2022 (no en carpeta),"Sumas: 94,966+3,387+14,112+125,446+61,674+41,703 = 341,288 ✓; 33,337+118,561+15,488+23,690+133,951+65,809+48,161 = 438,997 ✓; diferencias 97,711 ✓; Covid 27,287+26,501+11,633 = 65,421 ✓",no_verificable,,,no,Aritmética interna consistente al redondeo; las cifras por partida/concepto no están en la carpeta. Diferencias nominales.
V159,4 Salud,cap 4 §4.2 Incidencia (p.24 impresa),Gasto per cápita aumenta en todos los subsistemas excepto Pemex (−11.2 %),b,mixta,Pemex −11.2 %,Analíticos (AI Pemex salud) y población adscrita (no en carpeta / externos),,no_verificable,,,no,Sección «Incidencia» = mixta. Analíticos y padrones externos.
V160,4 Salud,cap 4 §4.2 IMSS-Bienestar (p.24 impresa),"Gasto per cápita de IMSS-Bienestar pasa de $1,215 (2021) a $2,013 (2022): +$798 o 66 %; el de Pemex es 12.8 veces superior (24.8 en 2021)",b,mixta,"1,215 → 2,013; +798; 66 %; 12.8; 24.8","Programa IMSS-Bienestar 2021 aprobado y 2022 (cuadro 4.1: 14,112 → 23,690) y población adscrita (externo)","2,013 − 1,215 = 798 ✓; 798/1,215 = 65.7 % ✓ aritmética. 23,690/14,112 = +67.9 % nominal; la población implícita crece ~1 %",no_verificable,,,no,Aritmética interna reproduce; el programa por UR y la población adscrita no están en la carpeta. La variación es nominal.
V161,4 Salud,cap 4 §4.2 Recortes y gasto de bolsillo (p.24 impresa),"De 2014 a 2020 el gasto de bolsillo aumentó 62.7 % ($1,979 → $3,219); los recortes al sector salud 2016–2019 sumaron 42,263 mdp",b,mixta,"62.7 %; 1,979; 3,219; 42,263",ENIGH 2014 y 2020 (externo); Cuenta Pública 2016–2019 (no en carpeta),"3,219/1,979 = +62.7 % ✓ aritmética",no_verificable,,,no,Fuentes externas y ex post. No se declara si los pesos son constantes.
V162,4 Salud,cap 4 §4.2 personas de menores ingresos (p.25 impresa),"En 2020 el gasto de bolsillo de las mujeres fue 11.7 % mayor al de los hombres, hasta 15.5 % en los primeros deciles",a,mixta,11.7 %; 15.5 %,ENIGH 2020 (externo),,no_verificable,,,na,Fuente externa.
V163,4 Salud,cap 4 §4.2 ¿Medicamentos o vacunas? (p.25 impresa),"En 2020, 21.8 % de la población pagó medicamentos al acudir a consulta, 7.6 millones más que en 2014",a,mixta,21.8 %; 7.6 millones,ENIGH 2014 y 2020 (externo),,no_verificable,,,na,Fuente externa.
V164,4 Salud,cap 4 §4.2 Hospitales rurales (p.25 impresa),"IMSS-Bienestar tiene 80 HR; meta 200 HR; inversión total 25,959 mdp (8,653 anuales); IMSS-Bienestar aumenta 9,578 mdp «en términos reales»; se requeriría 90.3 % del aumento",b,mixta,"80; 200; 25,959; 8,653; 9,578; 90.3 %","Presidencia (2022, externo); nota 9 CIEP (216.32 mdp por HR de 2009, pesos de 2022); cuadro 4.1","120 HR × 216.32 = 25,958.4 ✓; 25,959/3 = 8,653 ✓; 8,653/9,578 = 90.3 % ✓. 9,578 = 23,690 − 14,112 es una diferencia nominal, no real",no_verificable,,,no,"Aritmética interna reproduce; los insumos son externos. La diferencia de 9,578 mdp es nominal (2021 en pesos de 2021 vs 2022) aunque se etiqueta «en términos reales»."
V165,4 Salud,cap 4 §4.3 Implicaciones (p.25 impresa),Incremento por debajo del compromiso de 1 punto del PIB y de 3 puntos adicionales (CIEP 2018); cercano a cuatro décimas del PIB,b/c,juicio,1 pp; 3 pp; ~0.4 pp,"CIEP (2018, externo); CGPE p. 48",0.37 % ≈ cuatro décimas ✓,si,,,na,Las referencias de 1 y 3 pp son externas; el «cercano a cuatro décimas» coincide con 0.37.
