id,capitulo,seccion,afirmacion,tipo,tier_seccion,valor_ciep,fuente_oficial,valor_oficial,coincide,discrepancia,tipo_error,contrafactual_explicito,nota
V138,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.6),Renuncias recaudatorias sobre combustibles 344 mil 540 mdp (2022) y 272 mil 634 mdp (2023) (SHCP 2022j),a,restitucion,"344,540; 272,634","Renuncias Recaudatorias 2022 (SHCP 2022j), no en carpeta",,no_verificable,,,na,Requiere el documento Renuncias Recaudatorias 2022 / Presupuesto de Gastos Fiscales.
V139,Cap. 1 Ingresos presupuestarios,"1.1 Evolución (p.6), notas 6-7",ISR a asalariados = 46.2 % del ISR; ISR a personas morales = 50.8 % del ISR 2023,b,restitucion,46.2; 50.8,Estimación CIEP (CIEP 2021b); la ILIF no desagrega el ISR,,no_verificable,,,na,La ILIF 2023 presenta el ISR en un solo renglón; se necesitaría la memoria de cálculo o el informe tributario.
V140,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.7),"Resto de los ingresos presupuestarios 786 mil 669 mdp = 2.5 % del PIB, crecimiento real 2.1 %",b,restitucion,"786,669; 2.5; +2.1",ILIF 2023 art. 1o.; ILIF 2022 art. 1o.,"7,123,474.0−4,623,583.1−1,713,224.2 = 786,666.7; 2.51 %; 786,666.7/(734,516.4×1.0492) = +2.1 % (2.0 con 1.0497)",aprox,"2.3 mdp (arrastre de Pemex 826,492.0)",deflactor,no,"Perímetro: cuotas SS + ventas IMSS/ISSSTE + derechos + productos + aprovechamientos + contribuciones de mejoras. [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.]"
V141,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.7),Cuotas a la Seguridad Social = 42.2 % de ese total,b,restitucion,42.2,ILIF 2023 art. 1o. PDF 70,"470,845.4/786,666.7 = 59.9 %",no,17.7 pp,transcripcion,na,"No se identifica un perímetro que dé 42.2 % (331,974 mdp)."
V142,Cap. 1 Ingresos presupuestarios,1.1 Evolución (p.7),Cuotas SS crecen 9.0 % real; aprovechamientos 22.1 % del total y −10.5 %; derechos 7.3 % y +15.5 %,b,restitucion,+9.0; 22.1; −10.5; 7.3; +15.5,ILIF 2023 PDF 70-75; ILIF 2022 PDF 61-65,"470,845.4/(411,852.5×1.0492) = +9.0; 173,554.2/786,666.7 = 22.1; 173,554.2/(184,864.7×1.0492) = −10.5; 57,193.0/786,666.7 = 7.3; 57,193.0/(47,193.5×1.0492) = +15.5",si,,,no,"Con 1.0497: +8.9, −10.5, +15.4."
V143,Cap. 1 Ingresos presupuestarios,"1.1 Evolución (p.7), nota 9",Aprovechamientos con años >2.0 % del PIB por remanente de Banxico (2016-17) y FEIP (2020),a/c,restitucion,>2.0 % PIB,CGPE 2023 p.123 (no tributarios del Gobierno Federal),"No tributarios GF: 2016 2.7, 2017 2.5, 2020 2.4 % del PIB (incluye derechos y productos)",aprox,,,na,El anexo no separa aprovechamientos; el orden de magnitud es consistente.
V144,Cap. 1 Ingresos presupuestarios,1.2 Cuadro 1.1 (p.7),Recaudación % PIB: IVA 4.5; ISAN 0.05; aranceles 0.3; cuotas IMSS 1.5; al consumo 6.4 (suma),b,mixta,4.5; 0.05; 0.3; 1.5; 6.4,"ILIF 2023 art. 1o.; PIB 31,401.7 (CGPE p.134)","1,419,457.1 → 4.52; 15,400.9 → 0.05; 98,341.9 → 0.31; 470,845.4 → 1.50; suma de la columna = 6.35",si,,,na,
V145,Cap. 1 Ingresos presupuestarios,1.2 Cuadro 1.1 (p.7),IEPS (no combustibles) 0.9 % del PIB; IEPS (combustibles) 0.6 % del PIB,b,mixta,0.9; 0.6,ILIF 2023 art. 1o. PDF 69,"No combustibles 207,799.9 → 0.66 %; combustibles 278,412.8 → 0.89 %",no,valores intercambiados,transcripcion,na,Los dos renglones están invertidos; la suma 'al consumo' no cambia.
V146,Cap. 1 Ingresos presupuestarios,1.2 Cuadro 1.1 (p.7),"ISR salarios 3.7, físicas 0.2, morales 4.1 % del PIB; '(=) Al ingreso 10.5 % PIB'",b,mixta,3.7; 0.2; 4.1; 10.5,ILIF 2023 art. 1o. (ISR total 8.0 %),"Desglose del ISR no oficial (suma 8.0 ✓); 3.7+0.2+4.1+1.5 = 9.5 %, no 10.5",no,1.0 pp,transcripcion,na,Error aritmético en el total 'al ingreso'; el desglose del ISR es estimación propia (no verificable).
V147,Cap. 1 Ingresos presupuestarios,1.2 Cuadro 1.1 (p.7),"Cuentas macroeconómicas gravadas (consumo 44.0/63.8 % PIB, remuneraciones 23.8/28.4, ingreso mixto 13.2, excedente 27.0, ingresos netos 80.3) y tasas efectivas",b,mixta,tasas 6.5…15.4 %,INEGI SCNM 2020 (no en carpeta); cálculo CIEP,,no_verificable,,,na,Requiere las cuentas por sectores institucionales del INEGI.
V148,Cap. 1 Ingresos presupuestarios,1.2 Incidencia (p.7),Impuestos con mayor tasa efectiva: ISR asalariados 15.4 % y morales 11.9 %; 'los más eficientes',b/c,mixta,15.4; 11.9,Cálculo CIEP (cuadro 1.1),,no_verificable,,,na,Juicio ('eficientes') apoyado en cociente propio.
V149,Cap. 1 Ingresos presupuestarios,1.2 Incidencia (p.7),Gini 0.806 para asalariados y 0.731 para personas morales,b,mixta,0.806; 0.731,Cuadro 1.2 del propio CIEP (ENIGH 2020),Cuadro 1.2: ISR salarios 0.707; ISR físicas 0.806; morales 0.731,no,0.806 es de personas físicas,transcripcion,na,"Inconsistencia interna texto-cuadro: el 0.806 corresponde a ISR (Físicas), no a asalariados (0.707)."
V150,Cap. 1 Ingresos presupuestarios,1.2 Incidencia (p.7),"Cuotas al IMSS: tasa efectiva 5.5 %, Gini 0.325, 'poco progresivo'; IVA Gini 0.513 < total 0.685",b/c,mixta,5.5; 0.325; 0.513; 0.685,Cálculo CIEP (ENIGH 2020),5.5 = 1.5/28.4 (aritmética del cuadro),no_verificable,,,na,Microsimulación propia.
V151,Cap. 1 Ingresos presupuestarios,1.2 Cuadro 1.2 (p.9),"Pago promedio anual por decil (MXN 2023), nacional 103,869, Gini 0.685, razón X/I 12.8",b,mixta,cuadro completo,ENIGH 2020 + microsimulación CIEP,,no_verificable,,,na,Requiere ENIGH 2020 y el modelo CIEP.
V152,Cap. 1 Ingresos presupuestarios,1.3 Administración tributaria (p.9),"Paquete 2022 presentó modificaciones a ISR, IVA, IEPS y CFF enfocadas en control, claridad y simplificación (RESICO)",a,restitucion,,CGPE 2023 p.74-75 Cuadro A (SHCP),Medidas 2019-2022 listadas en Cuadro A,si,,,na,
V153,Cap. 1 Ingresos presupuestarios,1.3 Administración tributaria (p.9),Recaudación secundaria: 594 mil 238 mdp en 2021 y 315 mil 485 mdp al 1S 2022 (SHCP 2022h),a,restitucion,"594,238; 315,485","Informe Tributario y de Gestión 2T 2022 (SAT), no en carpeta",,no_verificable,,,na,Requiere el Informe Tributario y de Gestión.
V154,Cap. 1 Ingresos presupuestarios,1.3 Administración tributaria (p.9),RESICO: 176 mil 125 personas morales y 2 millones 452 mil 217 físicas; sin modificaciones al RESICO para 2023,a,restitucion,"176,125; 2,452,217","Informe Tributario (SAT), no en carpeta; ILIF 2023 (sin miscelánea)",La ILIF 2023 no incluye reformas a LISR (sin miscelánea),no_verificable,,,na,Los conteos requieren el informe del SAT; la ausencia de cambios es consistente con la ILIF 2023.
V155,Cap. 1 Ingresos presupuestarios,1.3 Administración tributaria (p.9),"Medidas alineadas a los pilares OCDE: retenciones de plataformas digitales, esquemas reportables, límite a intereses entre subsidiarias",a,restitucion,,CGPE 2023 p.75 Cuadro A (SHCP),Adaptación a economía digital; acción 12 BEPS; acción 4 BEPS (límite 30 %),si,,,na,
V156,Cap. 1 Ingresos presupuestarios,1.4 Implicaciones (p.10),Recaudación tributaria propuesta 14.7 % del PIB,a,juicio,14.7,CGPE 2023 p.73,14.7 %,si,,,na,
V157,Cap. 1 Ingresos presupuestarios,1.4 Implicaciones (p.10),"La recaudación secundaria, por su naturaleza cíclica, tiende a decrecer; las tasas de crecimiento deberían estabilizarse",c,juicio,,CGPE 2023 p.72,El CGPE ya proyecta 1.3 % real sin IEPS gasolinas por 'componentes cíclicos',,,,na,Juicio que coincide con la lectura oficial; no cita la proyección 2024-2028 (p.101: ingresos 22.4→22.1 % del PIB).
V158,Cap. 1 Ingresos presupuestarios,1.4 Implicaciones (p.10),Una reforma fiscal que incremente recaudación y progresividad sigue pendiente,c,juicio,,,,,,,na,Juicio.
V159,Cap. 1 Ingresos presupuestarios,1.4 Implicaciones (p.10),'Supuestos optimistas e inciertos': el marco macro determina la recaudación; las estimaciones pueden variar,c,juicio,,CGPE 2023 p.102 (sensibilidades),"Medio punto de PIB = 23,089.9 mdp; 1 dólar de petróleo = 13,116.0 mdp",,,,na,No cita las sensibilidades ni compara el 3.0 % puntual con expectativas privadas; 'optimistas' sin cifra.
V160,Cap. 2 Ingresos energéticos,Infografía (p.12),"Ingresos energéticos ILIF 2023 $1,713,223 mdp",b,restitucion,"1,713,223",ILIF 2023 art. 1o. PDF 76-77,"826,492.8+487,742.6+398,988.8 = 1,713,224.2",aprox,1.2 mdp,,na,"Arrastre del 826,492.0 del cuadro 2.1."
V161,Cap. 2 Ingresos energéticos,Infografía (p.12),'Variación PEF 2022 +9.3 %',b,restitucion,+9.3 (rotulado PEF 2022),CGPE 2023 p.71; ILIF 2022 art. 1o.,+9.3 % vs LIF 2022,no,rótulo,objeto,no,"La cifra es correcta; la base es la LIF 2022 (ingresos), no el PEF 2022."
V162,Cap. 2 Ingresos energéticos,Infografía (p.12),PIB 5.5 %; ILIF 20.6 %,b,restitucion,5.5; 20.6,ILIF 2023; CGPE p.134,"1,713,224.2/31,401,700 = 5.46 %; /8,299,647.8 = 20.6 %",si,,,na,'ILIF' = total con financiamiento.
V163,Cap. 2 Ingresos energéticos,Infografía (p.12),Pastel: transferencias del FMP 23 % (+25.3 %); Pemex 48 % (+10.0 %); CFE 29 % (−6.5 %),b,restitucion,23; 48; 29,ILIF 2023 art. 1o.,"FMP 487,742.6 = 28.5 %; Pemex 48.2 %; CFE 398,988.8 = 23.3 % (cuadro 2.1 del propio CIEP)",no,FMP y CFE intercambiados (5.2 pp),transcripcion,no,"Las variaciones (25.3, 10.0, −6.5) sí coinciden; las participaciones de FMP y CFE están invertidas respecto al cuadro 2.1."
V164,Cap. 2 Ingresos energéticos,Apertura (p.13),"FMP + Pemex + CFE suman 1.7 billones, 5 % del PIB",b,restitucion,1.7 bn; 5 %,ILIF 2023; CGPE p.134,"1,713.2 mmp; 5.46 % (la infografía dice 5.5)",aprox,0.5 pp (truncamiento),,na,
V165,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),"Desde 2017 los ingresos energéticos están por debajo de 2016, cuando fueron 6.1 % del PIB",a/b,restitucion,6.1,CGPE 2023 p.123 (SHCP),Petroleros 3.9 + CFE 2.3 = 6.2 % (2016),aprox,0.1 pp (redondeo de componentes),,na,
V166,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),Nivel más bajo en 2020: 4.1 % del PIB,a/b,restitucion,4.1,CGPE 2023 p.123,Petroleros 2.6 + CFE 1.7 = 4.3 %,no,0.2 pp,transcripcion,na,
V167,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),En 2021 aumentó a 5.9 % del PIB,a/b,restitucion,5.9,CGPE 2023 p.123,4.4 + 1.5 = 5.9 %,si,,,na,
V168,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),En 2022 se esperaba alcanzar 4.5 % del PIB,a/b,restitucion,4.5,CGPE 2023 p.123 y p.150,"Aprobado 2022: petroleros 3.9 + CFE 1.4 = 5.3 % (PIB CGPE 2022); (1,087,072.2+406,582.8)/29,058.3 = 5.1 % con PIB revisado",no,0.6-0.8 pp,transcripcion,no,Ningún perímetro/PIB da 4.5; los petroleros solos dan 3.9 (aprobado) o 3.7 (revisado).
V169,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),"Con el precio del petróleo por encima de lo estimado, estos ingresos (2022) serán 36 % mayores",b,restitucion,+36,CGPE 2023 p.150-151 (SHCP),"Petroleros: 1,484,912.5/1,087,072.2 = +36.6 % nominal (cierre vs aprobado); energéticos con CFE: cierre de CFE no desglosado",aprox,"perímetro (petroleros, nominal)",,no,Reproduce solo para petroleros y en términos nominales; no declara ni perímetro ni nominal.
V170,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),ILIF 2023 vs LIF 2022: +9.3 %; vs cierre 2022: −13 %,b,restitucion,+9.3; −13,CGPE 2023 p.71 (SHCP),"+9.3 % (energéticos, ver infografía); vs cierre: petroleros −15.5 %; CFE cierre no publicado en CGPE (organismos y empresas 984.4 incluye IMSS/ISSSTE)",no_verificable,,,no,+9.3 verificado; −13 requiere el cierre 2022 de CFE (Informe trimestral).
V171,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),Pemex +10 % vs LIF 2022; 48.2 % del sector energético,a/b,restitucion,+10; 48.2,CGPE 2023 p.71; ILIF 2023 art. 1o.,"+10.0 %; 826,492.8/1,713,224.2 = 48.2 %",si,,,no,
V172,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),"Precio 68.7 dpb vs 55.1 dpb en la ILIF 2022; plataforma de 1,826 a 1,872 mbd",a,restitucion,"68.7; 55.1; 1,826; 1,872",CGPE 2023 p.149 (SHCP),"Aprobado 2022 55.1 / 2023 68.7; plataforma 1,826 / 1,872",si,,,na,"Omite el cierre 2022 (93.6 dpb; 1,835 mbd) y el precio de referencia LFPRH."
V173,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),Pemex y sus EPS no pagarán dividendo estatal,a,restitucion,,ILIF 2023 exposición PDF 41-43 (Ejecutivo),Se propone que Pemex y CFE no paguen dividendo estatal,si,,,na,
V174,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),Durante 2022 el precio del petróleo aumentó aproximadamente el doble de lo estimado en CGPE 2022,b,restitucion,≈2×,CGPE 2023 p.149,93.6/55.1 = 1.70 (+70 %),no,1.7× vs 2×,transcripcion,na,
V175,Cap. 2 Ingresos energéticos,2.1 Evolución (p.13),Pemex ILIF 2023 vs cierre 2022: −3 %,a,restitucion,−3,CGPE 2023 p.71,−3.0 %,si,,,no,
V176,Cap. 2 Ingresos energéticos,2.1 Cuadro 2.1 (p.13),"Montos: Pemex 826,492.0; FMP 487,742.6; petroleros 1,314,234.6; CFE 398,988.8; total 1,713,233.4",a/b,restitucion,"826,492.0; 487,742.6; 1,314,234.6; 398,988.8; 1,713,233.4",ILIF 2023 art. 1o. PDF 76-77,"826,492.8; 487,742.6; 1,314,235.4; 398,988.8; suma = 1,713,224.2 (con 826,492.0: 1,713,223.4)",no,total: 10.0 mdp; Pemex: 0.8,transcripcion,na,"El total del cuadro no es la suma de sus renglones; la infografía trae 1,713,223. Perímetro 'petroleros' = ILIF (sin ISR de contratistas; CGPE: 1,317,653.2)."
V177,Cap. 2 Ingresos energéticos,2.1 Cuadro 2.1 (p.13),Proporción de ingresos energéticos: 48.2 / 28.5 / 76.7 / 23.3 / 100,b,restitucion,48.2; 28.5; 76.7; 23.3,ILIF 2023 art. 1o.,48.24; 28.47; 76.71; 23.29,si,,,na,
V178,Cap. 2 Ingresos energéticos,2.1 Cuadro 2.1 (p.13),'% de ILIF 2023': 10 / 5.9 / 15.8 / 4.8 / 20.6,b,restitucion,10; 5.9; 15.8; 4.8; 20.6,"ILIF 2023 art. 1o. (total 8,299,647.8)","826,492.8/8,299,647.8 = 9.96; 5.88; 15.83; 4.81; 20.64",si,,,na,Denominador = ingresos totales con financiamiento; no declarado.
V179,Cap. 2 Ingresos energéticos,2.1 Cuadro 2.1 (p.13),'% variación LIF 2022': Pemex 10; FMP 25.3; petroleros 15.2; CFE −6.5; total 9.3,b,restitucion,10; 25.3; 15.2; −6.5; 9.3,"ILIF 2022 art. 1o. PDF 68-69 (Pemex 716,087.2; FMP 370,928.1; CFE 406,582.8); CGPE p.71","826,492.8/(716,087.2×1.0492) = +10.0; 487,742.6/(370,928.1×1.0492) = +25.3; 1,314,235.4/(1,087,015.3×1.0492) = +15.2 (CGPE petroleros +15.5 con ISR contratistas); 398,988.8/(406,582.8×1.0492) = −6.5; +9.3",si,,,no,Real no declarado en el cuadro; base LIF 2022 sí.
V180,Cap. 2 Ingresos energéticos,2.1 Evolución (p.14),CFE 398 mil 988 mdp; pérdida real de 6.5 % respecto a la LIF 2022,a/b,restitucion,"398,988; −6.5",ILIF 2023 PDF 76; ILIF 2022 PDF 68,"398,988.8; −6.5 % (deflactor 1.0492) / −6.6 % (1.0497)",si,,,si,Declara real y base.
V181,Cap. 2 Ingresos energéticos,2.1 Evolución (p.14),"Pérdida de CFE asociada a mayores costos de energéticos, remuneraciones, obligaciones laborales y financiamiento",a,restitucion,,ILIF 2023 exposición (no localizado); requeriría EM/Tomo,,no_verificable,,,na,La ILIF 2023 (PDF 43) sólo justifica el no pago de dividendo de CFE.
V182,Cap. 2 Ingresos energéticos,2.1 Evolución (p.14),71 % de los ingresos de CFE provendrían de proyectos de infraestructura productiva,b,restitucion,71,Tomo/analíticos de ingresos de CFE (no en carpeta),,no_verificable,,,na,
V183,Cap. 2 Ingresos energéticos,2.1 Evolución (p.14),Se mantiene el DUC en 40 %,a,restitucion,40,ILIF 2023 exposición PDF 59 y art. transitorio PDF 112 (Ejecutivo),Tasa del 40 % en sustitución del art. 39 LISH,si,,,na,
V184,Cap. 2 Ingresos energéticos,2.1 Evolución (p.14),El DUC de 40 % le ha permitido (a Pemex) aumentar su gasto de inversión en 2022,c,restitucion,,,,,,,na,Atribución causal sin cifra.
V185,Cap. 2 Ingresos energéticos,2.1 Evolución (p.14),FMP 487 mil 742 mdp = 28.5 % del sector; +25.3 % vs LIF 2022; caída del orden de 30 % vs cierre 2022,a/b,restitucion,"487,742; 28.5; +25.3; −30",ILIF 2023 PDF 77; ILIF 2022 PDF 69; CGPE 2023 p.71,"487,742.6; 28.47 %; +25.3 %; Gobierno Federal petroleros −30.5 % (incluye ISR contratistas y otros; FMP no desglosado)",aprox,objeto (GF petroleros ≈ FMP),,no,'del orden de 30 %' contra el renglón 'Gobierno Federal' del CGPE.
V186,Cap. 2 Ingresos energéticos,2.2 Incidencia (p.14),"Precio del petróleo alcanzó máximo de 119.62 dpb en 2022, vs 55.1 estimados en la LIF",a,mixta,119.62; 55.1,"Serie diaria mezcla mexicana (Pemex/Banxico), no en carpeta; CGPE p.149 (55.1)",55.1 ✓; máximo diario no verificable,no_verificable,,,na,
V187,Cap. 2 Ingresos energéticos,2.2 Incidencia (p.14),Es posible que los ingresos excedentes no compensen la pérdida por IEPS de combustibles (BBVA 2022),c,mixta,,CGPE 2023 p.71 (SHCP),Petroleros cierre − LIF = +417.5 mmp; IEPS gasolinas cierre − LIF = −417.3 mmp (pesos de 2023),,,,na,El CGPE permite cerrar la cuenta: los excedentes petroleros igualan casi exactamente la pérdida de IEPS; CIEP no la cierra.
V188,Cap. 2 Ingresos energéticos,2.2 Incidencia (p.14),El estímulo es un subsidio regresivo e incentiva el uso de automóviles y emisiones,c,mixta,,,,,,,na,Juicio.
V189,Cap. 2 Ingresos energéticos,2.3 Implicaciones (p.15),Incertidumbre sobre precios de petróleo y gas (Rusia-Ucrania); precios descienden desde junio (Banxico); gas al alza a fin de año,c,juicio,,CGPE 2023 p.134 (gas 7.0 → 5.6 dls/MMBtu; petróleo 93.6 → 68.7),,,,,na,No cita la trayectoria oficial de precios ni la sensibilidad (p.102).
V190,Cap. 2 Ingresos energéticos,2.3 Implicaciones (p.15),"Cautela en las estimaciones petroleras: un alza del crudo traería nuevos estímulos; costo de oportunidad para educación, salud y seguridad",c,juicio,,"CGPE 2023 p.102: +1 dpb = +13,116 mdp",,,,,na,Juicio; el CGPE cuantifica la sensibilidad que CIEP no usa.
V191,Cap. 3 Gasto público presupuestario,Lámina 'PEF 23' (p.18),Sankey: energía 3.6 % PIB; pensiones 5.4; salud 2.8; educación 3.2; inversión 1.8; otras participaciones y aportaciones 4.1; otros gastos 1.9,b,restitucion,3.6; 5.4; 2.8; 3.2; 1.8; 4.1; 1.9,"DEC 2023 Anexo 1; CGPE 2023 p.80, p.134","Energía 1,122.3/31,401.7 = 3.6 (perímetro CIEP cap. 6); pensiones 1,692.9 = 5.4; salud 892.8 = 2.8; educación 1,018.6 = 3.2; inversión 1,190.1 = 3.8 (CGPE) — 1.8 no reproducible; participaciones+aportaciones 2,144.6 = 6.8 — 4.1 no reproducible",no,inversión 2.0 pp; participaciones 2.7 pp,perimetro,na,"Rotulada 'PEF 23' (es PPEF 2023). Inversión 1.8 y participaciones 4.1 parecen netas de traslapes no declarados (energía, educación, salud)."
V192,Cap. 3 Gasto público presupuestario,Lámina 'PEF 23' (p.18),"TE per cápita: inversión 4,318; pensiones 93,256; salud 6,803; educación 32,103 pesos",b,restitucion,"4,318; 93,256; 6,803; 32,103","Población beneficiaria por rubro (estimación CIEP), no en carpeta",,no_verificable,,,na,Requiere las poblaciones objetivo usadas por CIEP.
V193,Cap. 3 Gasto público presupuestario,Infografía (p.20),"Gasto neto total PPEF 2023 $8,299,647.8 mdp; +11.6 % vs PEF 2022; 26.4 % del PIB",a/b,restitucion,"8,299,647.8; +11.6; 26.4",DEC 2023 art. 2 p.2 (Ejecutivo); CGPE 2023 p.78-79 y p.150 (SHCP),"8,299,647,800,000; +11.6 % (8,257.6/7,398.2 pagado; bruto 8,299,647.8/(7,088,250.3×1.0492) = +11.6); 26.43 % (CGPE: 26.3 pagado)",si,,,no,Real no declarado.
V194,Cap. 3 Gasto público presupuestario,Infografía (p.20),Aumento de 2 puntos porcentuales del PIB respecto al año anterior,b,restitucion,+2 pp,CGPE 2023 p.150 (aprobado 2022 25.1 % con PIB CGPE 2022); PIB revisado p.149,"7,088,250.3/29,058.3 = 24.4 % → +2.0 pp; con PIB de aprobación: 7,088.3/28,129.3 = 25.2 % → +1.2 pp (CGPE: 25.1→26.3 = +1.2)",si,,,no,Reproduce sólo con el PIB revisado de 2022; el cuadro oficial da +1.2 pp. Vintage no declarado.
V195,Cap. 3 Gasto público presupuestario,Infografía (p.20),"Gasto federalizado, pensiones y costo financiero concentran 63.2 % del PPEF",b,restitucion,63.2,CGPE 2023 p.79; DEC 2023 Anexo 1 y 8,"(2,432,770.9 + 1,692,920.9 + 1,079,087.1)/8,299,647.8 = 62.7 %; con Adefas (42,033.1) dentro de 'deuda': 5,246.8/8,299.6 = 63.2 %",aprox,0.5 pp (Adefas),,na,Reproduce si 'costo financiero de la deuda' incluye Adefas; perímetro no declarado.
V196,Cap. 3 Gasto público presupuestario,Infografía (p.20),"Gasto programable $5,958,256.6 (71.8 %); no programable $2,341,391.2 (28.2 %)",a/b,restitucion,"5,958,256.6; 71.8; 2,341,391.2; 28.2",CGPE 2023 p.150 (SHCP),"5,958,256.6 → 71.79 %; 2,341,391.2 → 28.21 %",si,,,na,
V197,Cap. 3 Gasto público presupuestario,Infografía (p.20),Programable por función: protección social 21.1 %; salud 10.5 %,b,restitucion,21.1; 10.5,CGPE 2023 p.76 (SHCP),"Protección social 1,750.9/8,299.6 = 21.1 %; salud 868.2/8,299.6 = 10.5 %",si,,,na,"Denominador gasto neto total, no programable."
V198,Cap. 3 Gasto público presupuestario,Infografía (p.20),Programable por función: educación 11.4 %; combustibles y energía 16.8 %; resto 15.7 %,b,restitucion,11.4; 16.8; 15.7,CGPE 2023 p.85 (funcional neta); Tomo I clasificación funcional (ausente),"Educación (CGPE neta): 23.3 %×3,900.7 = 908.9 → 11.0 %; combustibles y energía: 72.3 %×1,552.3 = 1,122.3 → 13.5 %",no_verificable,,,na,La clasificación funcional bruta (con Pemex/CFE) requiere el Tomo I; con la neta del CGPE educación da 11.0 y energía 13.5 (esta última coincide con el propio cap. 6 de CIEP).
V199,Cap. 3 Gasto público presupuestario,Infografía (p.20),No programable: deuda pública del GF 10.1 %; participaciones 14.7 %; resto 1.2 %,b,restitucion,10.1; 14.7; 1.2,DEC 2023 Anexo 1 p.61,"840,943.3/8,299,647.8 = 10.1; 1,220,271.1 = 14.7; resto = 28.2−10.1−14.7 = 3.4 (Adefas 0.5 + ramo 34 0.7 + costo financiero EPE 2.2)",no,2.2 pp,omision,na,"El 1.2 % omite el costo financiero de Pemex y CFE (183,927.2 mdp)."
V200,Cap. 3 Gasto público presupuestario,Infografía (p.20),Espacio fiscal: 22.7 % (ingresos) − 20.7 % (gastos comprometidos) = 2.0 % del PIB,b,restitucion,22.7; 20.7; 2.0,CGPE 2023 p.150; DEC 2023 Anexo 1; PEF 2023 analítico entidades,"22.7 ✓; comprometidos: 2,144.6 + 1,692.9 + 1,537.3 + 1,121.1 = 6,495.9 → 20.7 %; 2.0",si,,,na,Perímetro propio (ver 3.1).
V201,Cap. 3 Gasto público presupuestario,Apertura (p.22),Gasto neto total 8.3 billones = 26.4 % del PIB; 6.0 bn programable y 2.3 bn no programable,a/b,restitucion,8.3; 26.4; 6.0; 2.3,DEC 2023 art. 2; CGPE 2023 p.150,"8,299.6; 26.4; 5,958.3; 2,341.4",si,,,na,
V202,Cap. 3 Gasto público presupuestario,3.1 Evolución (p.22),Gasto neto total 11.6 % mayor que el PEF 2022,a,restitucion,+11.6,CGPE 2023 p.79,+11.6 % real,si,,,no,Real y pesos de 2023 no declarados.
V203,Cap. 3 Gasto público presupuestario,3.1 Evolución (p.22),8.5 % mayor respecto al ejercido en 2021,b,restitucion,+8.5,Cuenta Pública 2021 (no en carpeta); derivación con CGPE 2023 p.123 (2021: 25.6 % del PIB) y p.134,"(26.3×31,401.7)/(25.6×26,273.5)/(1.08×1.0492) = +8.4 % (pagado); con 8,299.6: +8.9 %",aprox,0.1-0.4 pp,deflactor,no,"Derivado de la serie en % del PIB; la Cuenta Pública 2021 no está en carpeta. [Remarcado ex post 2026-09-06, corrida 2024, instrucción v3 §2.10: tipo_error=deflactor.]"
V204,Cap. 3 Gasto público presupuestario,3.1 Evolución (p.22),Incremento de 2 pp del PIB vs 2022 y 0.7 pp vs 2021,b,restitucion,+2; +0.7,"CGPE 2023 p.123, p.150",vs 2022 aprobado: +1.2 pp (25.1→26.3) oficial / +2.0 con PIB revisado; vs 2021: 26.3−25.6 = 0.7 (26.4−25.6 = 0.8),aprox,0.8 pp (vintage) / 0.1,,no,Mezcla: para 2022 usa el PIB revisado; el cuadro oficial da +1.2 pp.
V205,Cap. 3 Gasto público presupuestario,3.1 Evolución (p.22),El incremento en puntos del PIB se reparte equitativamente entre programable y no programable,b/c,restitucion,equitativo,"CGPE 2023 p.150, p.149","Programable 5,247.3/29,058.3 = 18.1 → 19.0 (+0.9); no programable 1,841.0/29,058.3 = 6.3 → 7.5 (+1.1)",aprox,0.2 pp,,no,
V206,Cap. 3 Gasto público presupuestario,3.1 Evolución (p.22),"Programable 6.0 bn, +8.2 % vs aprobado 2022; 71.8 % del gasto neto, 2.2 pp menos que en 2022",a/b,restitucion,6.0; +8.2; 71.8; −2.2 pp,CGPE 2023 p.78-79,"5,958.3; +8.2 %; 71.8 %; 2022: 5,247.3/7,088.3 = 74.0 → −2.2 pp",si,,,no,
V207,Cap. 3 Gasto público presupuestario,3.1 Evolución (p.22),"Si se aprueba, la proporción dirigida a bienes y servicios sería menor que el año anterior",c,restitucion,,,,,,,na,Juicio en sección descriptiva.
V208,Cap. 3 Gasto público presupuestario,3.1 Evolución (p.22),"No programable 2.3 bn, +21.2 %; pasa de 26.0 % del gasto neto en 2022 a 28.2 % en 2023",a/b,restitucion,2.3; +21.2; 26.0; 28.2,"CGPE 2023 p.79, p.150","2,341.4; +21.2 %; 1,841.0/7,088.3 = 26.0; 28.2",si,,,no,
